"","id","date","freq"
"15251","Joshua_Bolten:Kenneth_Duberstein",2022 Nov,0
"15252","Joshua_Bolten:Kenneth_Duberstein",2022 Dec,10
"15253","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2017 Nov,0
"15254","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2017 Dec,0
"15255","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2018 Jan,0
"15256","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2018 Feb,0
"15257","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2018 Mar,0
"15258","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2018 Apr,0
"15259","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2018 May,0
"15260","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2018 Jun,0
"15261","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2018 Jul,0
"15262","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2018 Aug,0
"15263","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2018 Sep,0
"15264","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2018 Oct,0
"15265","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2018 Nov,0
"15266","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2018 Dec,0
"15267","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2019 Jan,0
"15268","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2019 Feb,0
"15269","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2019 Mar,0
"15270","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2019 Apr,0
"15271","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2019 May,0
"15272","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2019 Jun,0
"15273","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2019 Jul,0
"15274","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2019 Aug,0
"15275","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2019 Sep,0
"15276","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2019 Oct,0
"15277","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2019 Nov,0
"15278","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2019 Dec,0
"15279","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2020 Jan,0
"15280","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2020 Feb,0
"15281","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2020 Mar,0
"15282","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2020 Apr,0
"15283","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2020 May,19
"15284","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2020 Jun,391
"15285","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2020 Jul,229
"15286","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2020 Aug,137
"15287","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2020 Sep,94
"15288","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2020 Oct,138
"15289","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2020 Nov,83
"15290","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2020 Dec,67
"15291","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2021 Jan,56
"15292","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2021 Feb,47
"15293","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2021 Mar,17
"15294","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2021 Apr,15
"15295","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2021 May,33
"15296","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2021 Jun,33
"15297","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2021 Jul,17
"15298","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2021 Aug,27
"15299","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2021 Sep,23
"15300","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2021 Oct,25
"15301","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2021 Nov,0
"15302","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2021 Dec,56
"15303","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2022 Jan,15
"15304","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2022 Feb,12
"15305","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2022 Mar,15
"15306","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2022 Apr,13
"15307","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2022 May,59
"15308","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2022 Jun,30
"15309","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2022 Jul,25
"15310","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2022 Aug,105
"15311","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2022 Sep,14
"15312","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2022 Oct,17
"15313","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2022 Nov,45
"15314","JT_Lewis:Sandy_Hook_Elementary_School_shooting",2022 Dec,24
"15315","K._S._Ravikumar:Pudhu_Vasantham",2017 Nov,61
"15316","K._S._Ravikumar:Pudhu_Vasantham",2017 Dec,89
"15317","K._S._Ravikumar:Pudhu_Vasantham",2018 Jan,117
"15318","K._S._Ravikumar:Pudhu_Vasantham",2018 Feb,52
"15319","K._S._Ravikumar:Pudhu_Vasantham",2018 Mar,73
"15320","K._S._Ravikumar:Pudhu_Vasantham",2018 Apr,47
"15321","K._S._Ravikumar:Pudhu_Vasantham",2018 May,66
"15322","K._S._Ravikumar:Pudhu_Vasantham",2018 Jun,62
"15323","K._S._Ravikumar:Pudhu_Vasantham",2018 Jul,79
"15324","K._S._Ravikumar:Pudhu_Vasantham",2018 Aug,63
"15325","K._S._Ravikumar:Pudhu_Vasantham",2018 Sep,70
"15326","K._S._Ravikumar:Pudhu_Vasantham",2018 Oct,71
"15327","K._S._Ravikumar:Pudhu_Vasantham",2018 Nov,86
"15328","K._S._Ravikumar:Pudhu_Vasantham",2018 Dec,74
"15329","K._S._Ravikumar:Pudhu_Vasantham",2019 Jan,77
"15330","K._S._Ravikumar:Pudhu_Vasantham",2019 Feb,69
"15331","K._S._Ravikumar:Pudhu_Vasantham",2019 Mar,49
"15332","K._S._Ravikumar:Pudhu_Vasantham",2019 Apr,68
"15333","K._S._Ravikumar:Pudhu_Vasantham",2019 May,82
"15334","K._S._Ravikumar:Pudhu_Vasantham",2019 Jun,76
"15335","K._S._Ravikumar:Pudhu_Vasantham",2019 Jul,73
"15336","K._S._Ravikumar:Pudhu_Vasantham",2019 Aug,186
"15337","K._S._Ravikumar:Pudhu_Vasantham",2019 Sep,99
"15338","K._S._Ravikumar:Pudhu_Vasantham",2019 Oct,101
"15339","K._S._Ravikumar:Pudhu_Vasantham",2019 Nov,89
"15340","K._S._Ravikumar:Pudhu_Vasantham",2019 Dec,153
"15341","K._S._Ravikumar:Pudhu_Vasantham",2020 Jan,272
"15342","K._S._Ravikumar:Pudhu_Vasantham",2020 Feb,92
"15343","K._S._Ravikumar:Pudhu_Vasantham",2020 Mar,76
"15344","K._S._Ravikumar:Pudhu_Vasantham",2020 Apr,179
"15345","K._S._Ravikumar:Pudhu_Vasantham",2020 May,271
"15346","K._S._Ravikumar:Pudhu_Vasantham",2020 Jun,196
"15347","K._S._Ravikumar:Pudhu_Vasantham",2020 Jul,173
"15348","K._S._Ravikumar:Pudhu_Vasantham",2020 Aug,109
"15349","K._S._Ravikumar:Pudhu_Vasantham",2020 Sep,95
"15350","K._S._Ravikumar:Pudhu_Vasantham",2020 Oct,82
"15351","K._S._Ravikumar:Pudhu_Vasantham",2020 Nov,69
"15352","K._S._Ravikumar:Pudhu_Vasantham",2020 Dec,98
"15353","K._S._Ravikumar:Pudhu_Vasantham",2021 Jan,85
"15354","K._S._Ravikumar:Pudhu_Vasantham",2021 Feb,73
"15355","K._S._Ravikumar:Pudhu_Vasantham",2021 Mar,93
"15356","K._S._Ravikumar:Pudhu_Vasantham",2021 Apr,102
"15357","K._S._Ravikumar:Pudhu_Vasantham",2021 May,169
"15358","K._S._Ravikumar:Pudhu_Vasantham",2021 Jun,159
"15359","K._S._Ravikumar:Pudhu_Vasantham",2021 Jul,130
"15360","K._S._Ravikumar:Pudhu_Vasantham",2021 Aug,124
"15361","K._S._Ravikumar:Pudhu_Vasantham",2021 Sep,88
"15362","K._S._Ravikumar:Pudhu_Vasantham",2021 Oct,73
"15363","K._S._Ravikumar:Pudhu_Vasantham",2021 Nov,108
"15364","K._S._Ravikumar:Pudhu_Vasantham",2021 Dec,99
"15365","K._S._Ravikumar:Pudhu_Vasantham",2022 Jan,112
"15366","K._S._Ravikumar:Pudhu_Vasantham",2022 Feb,83
"15367","K._S._Ravikumar:Pudhu_Vasantham",2022 Mar,95
"15368","K._S._Ravikumar:Pudhu_Vasantham",2022 Apr,68
"15369","K._S._Ravikumar:Pudhu_Vasantham",2022 May,136
"15370","K._S._Ravikumar:Pudhu_Vasantham",2022 Jun,126
"15371","K._S._Ravikumar:Pudhu_Vasantham",2022 Jul,105
"15372","K._S._Ravikumar:Pudhu_Vasantham",2022 Aug,105
"15373","K._S._Ravikumar:Pudhu_Vasantham",2022 Sep,103
"15374","K._S._Ravikumar:Pudhu_Vasantham",2022 Oct,79
"15375","K._S._Ravikumar:Pudhu_Vasantham",2022 Nov,81
"15376","K._S._Ravikumar:Pudhu_Vasantham",2022 Dec,85
"15377","Kalev_Leetaru:GDELT_Project",2017 Nov,0
"15378","Kalev_Leetaru:GDELT_Project",2017 Dec,0
"15379","Kalev_Leetaru:GDELT_Project",2018 Jan,0
"15380","Kalev_Leetaru:GDELT_Project",2018 Feb,0
"15381","Kalev_Leetaru:GDELT_Project",2018 Mar,0
"15382","Kalev_Leetaru:GDELT_Project",2018 Apr,0
"15383","Kalev_Leetaru:GDELT_Project",2018 May,0
"15384","Kalev_Leetaru:GDELT_Project",2018 Jun,0
"15385","Kalev_Leetaru:GDELT_Project",2018 Jul,0
"15386","Kalev_Leetaru:GDELT_Project",2018 Aug,0
"15387","Kalev_Leetaru:GDELT_Project",2018 Sep,0
"15388","Kalev_Leetaru:GDELT_Project",2018 Oct,0
"15389","Kalev_Leetaru:GDELT_Project",2018 Nov,0
"15390","Kalev_Leetaru:GDELT_Project",2018 Dec,0
"15391","Kalev_Leetaru:GDELT_Project",2019 Jan,0
"15392","Kalev_Leetaru:GDELT_Project",2019 Feb,0
"15393","Kalev_Leetaru:GDELT_Project",2019 Mar,0
"15394","Kalev_Leetaru:GDELT_Project",2019 Apr,0
"15395","Kalev_Leetaru:GDELT_Project",2019 May,0
"15396","Kalev_Leetaru:GDELT_Project",2019 Jun,0
"15397","Kalev_Leetaru:GDELT_Project",2019 Jul,0
"15398","Kalev_Leetaru:GDELT_Project",2019 Aug,0
"15399","Kalev_Leetaru:GDELT_Project",2019 Sep,0
"15400","Kalev_Leetaru:GDELT_Project",2019 Oct,0
"15401","Kalev_Leetaru:GDELT_Project",2019 Nov,0
"15402","Kalev_Leetaru:GDELT_Project",2019 Dec,0
"15403","Kalev_Leetaru:GDELT_Project",2020 Jan,0
"15404","Kalev_Leetaru:GDELT_Project",2020 Feb,0
"15405","Kalev_Leetaru:GDELT_Project",2020 Mar,24
"15406","Kalev_Leetaru:GDELT_Project",2020 Apr,33
"15407","Kalev_Leetaru:GDELT_Project",2020 May,35
"15408","Kalev_Leetaru:GDELT_Project",2020 Jun,15
"15409","Kalev_Leetaru:GDELT_Project",2020 Jul,12
"15410","Kalev_Leetaru:GDELT_Project",2020 Aug,16
"15411","Kalev_Leetaru:GDELT_Project",2020 Sep,20
"15412","Kalev_Leetaru:GDELT_Project",2020 Oct,16
"15413","Kalev_Leetaru:GDELT_Project",2020 Nov,11
"15414","Kalev_Leetaru:GDELT_Project",2020 Dec,15
"15415","Kalev_Leetaru:GDELT_Project",2021 Jan,19
"15416","Kalev_Leetaru:GDELT_Project",2021 Feb,0
"15417","Kalev_Leetaru:GDELT_Project",2021 Mar,26
"15418","Kalev_Leetaru:GDELT_Project",2021 Apr,16
"15419","Kalev_Leetaru:GDELT_Project",2021 May,16
"15420","Kalev_Leetaru:GDELT_Project",2021 Jun,12
"15421","Kalev_Leetaru:GDELT_Project",2021 Jul,0
"15422","Kalev_Leetaru:GDELT_Project",2021 Aug,0
"15423","Kalev_Leetaru:GDELT_Project",2021 Sep,13
"15424","Kalev_Leetaru:GDELT_Project",2021 Oct,23
"15425","Kalev_Leetaru:GDELT_Project",2021 Nov,15
"15426","Kalev_Leetaru:GDELT_Project",2021 Dec,0
"15427","Kalev_Leetaru:GDELT_Project",2022 Jan,0
"15428","Kalev_Leetaru:GDELT_Project",2022 Feb,0
"15429","Kalev_Leetaru:GDELT_Project",2022 Mar,0
"15430","Kalev_Leetaru:GDELT_Project",2022 Apr,0
"15431","Kalev_Leetaru:GDELT_Project",2022 May,10
"15432","Kalev_Leetaru:GDELT_Project",2022 Jun,0
"15433","Kalev_Leetaru:GDELT_Project",2022 Jul,10
"15434","Kalev_Leetaru:GDELT_Project",2022 Aug,0
"15435","Kalev_Leetaru:GDELT_Project",2022 Sep,10
"15436","Kalev_Leetaru:GDELT_Project",2022 Oct,10
"15437","Kalev_Leetaru:GDELT_Project",2022 Nov,0
"15438","Kalev_Leetaru:GDELT_Project",2022 Dec,13
"15439","Kevin_Smith:Walt_Flanagan",2017 Nov,370
"15440","Kevin_Smith:Walt_Flanagan",2017 Dec,310
"15441","Kevin_Smith:Walt_Flanagan",2018 Jan,362
"15442","Kevin_Smith:Walt_Flanagan",2018 Feb,697
"15443","Kevin_Smith:Walt_Flanagan",2018 Mar,427
"15444","Kevin_Smith:Walt_Flanagan",2018 Apr,418
"15445","Kevin_Smith:Walt_Flanagan",2018 May,601
"15446","Kevin_Smith:Walt_Flanagan",2018 Jun,570
"15447","Kevin_Smith:Walt_Flanagan",2018 Jul,508
"15448","Kevin_Smith:Walt_Flanagan",2018 Aug,802
"15449","Kevin_Smith:Walt_Flanagan",2018 Sep,369
"15450","Kevin_Smith:Walt_Flanagan",2018 Oct,392
"15451","Kevin_Smith:Walt_Flanagan",2018 Nov,369
"15452","Kevin_Smith:Walt_Flanagan",2018 Dec,413
"15453","Kevin_Smith:Walt_Flanagan",2019 Jan,671
"15454","Kevin_Smith:Walt_Flanagan",2019 Feb,578
"15455","Kevin_Smith:Walt_Flanagan",2019 Mar,686
"15456","Kevin_Smith:Walt_Flanagan",2019 Apr,427
"15457","Kevin_Smith:Walt_Flanagan",2019 May,436
"15458","Kevin_Smith:Walt_Flanagan",2019 Jun,318
"15459","Kevin_Smith:Walt_Flanagan",2019 Jul,607
"15460","Kevin_Smith:Walt_Flanagan",2019 Aug,431
"15461","Kevin_Smith:Walt_Flanagan",2019 Sep,331
"15462","Kevin_Smith:Walt_Flanagan",2019 Oct,785
"15463","Kevin_Smith:Walt_Flanagan",2019 Nov,332
"15464","Kevin_Smith:Walt_Flanagan",2019 Dec,308
"15465","Kevin_Smith:Walt_Flanagan",2020 Jan,546
"15466","Kevin_Smith:Walt_Flanagan",2020 Feb,421
"15467","Kevin_Smith:Walt_Flanagan",2020 Mar,401
"15468","Kevin_Smith:Walt_Flanagan",2020 Apr,487
"15469","Kevin_Smith:Walt_Flanagan",2020 May,381
"15470","Kevin_Smith:Walt_Flanagan",2020 Jun,434
"15471","Kevin_Smith:Walt_Flanagan",2020 Jul,356
"15472","Kevin_Smith:Walt_Flanagan",2020 Aug,324
"15473","Kevin_Smith:Walt_Flanagan",2020 Sep,281
"15474","Kevin_Smith:Walt_Flanagan",2020 Oct,266
"15475","Kevin_Smith:Walt_Flanagan",2020 Nov,210
"15476","Kevin_Smith:Walt_Flanagan",2020 Dec,218
"15477","Kevin_Smith:Walt_Flanagan",2021 Jan,301
"15478","Kevin_Smith:Walt_Flanagan",2021 Feb,310
"15479","Kevin_Smith:Walt_Flanagan",2021 Mar,369
"15480","Kevin_Smith:Walt_Flanagan",2021 Apr,341
"15481","Kevin_Smith:Walt_Flanagan",2021 May,351
"15482","Kevin_Smith:Walt_Flanagan",2021 Jun,343
"15483","Kevin_Smith:Walt_Flanagan",2021 Jul,425
"15484","Kevin_Smith:Walt_Flanagan",2021 Aug,380
"15485","Kevin_Smith:Walt_Flanagan",2021 Sep,272
"15486","Kevin_Smith:Walt_Flanagan",2021 Oct,213
"15487","Kevin_Smith:Walt_Flanagan",2021 Nov,151
"15488","Kevin_Smith:Walt_Flanagan",2021 Dec,175
"15489","Kevin_Smith:Walt_Flanagan",2022 Jan,209
"15490","Kevin_Smith:Walt_Flanagan",2022 Feb,210
"15491","Kevin_Smith:Walt_Flanagan",2022 Mar,207
"15492","Kevin_Smith:Walt_Flanagan",2022 Apr,277
"15493","Kevin_Smith:Walt_Flanagan",2022 May,250
"15494","Kevin_Smith:Walt_Flanagan",2022 Jun,263
"15495","Kevin_Smith:Walt_Flanagan",2022 Jul,377
"15496","Kevin_Smith:Walt_Flanagan",2022 Aug,310
"15497","Kevin_Smith:Walt_Flanagan",2022 Sep,428
"15498","Kevin_Smith:Walt_Flanagan",2022 Oct,373
"15499","Kevin_Smith:Walt_Flanagan",2022 Nov,291
"15500","Kevin_Smith:Walt_Flanagan",2022 Dec,288
"15501","Kim_Ki-duk:Idiosyncrasy",2017 Nov,80
"15502","Kim_Ki-duk:Idiosyncrasy",2017 Dec,78
"15503","Kim_Ki-duk:Idiosyncrasy",2018 Jan,100
"15504","Kim_Ki-duk:Idiosyncrasy",2018 Feb,111
"15505","Kim_Ki-duk:Idiosyncrasy",2018 Mar,118
"15506","Kim_Ki-duk:Idiosyncrasy",2018 Apr,98
"15507","Kim_Ki-duk:Idiosyncrasy",2018 May,92
"15508","Kim_Ki-duk:Idiosyncrasy",2018 Jun,60
"15509","Kim_Ki-duk:Idiosyncrasy",2018 Jul,59
"15510","Kim_Ki-duk:Idiosyncrasy",2018 Aug,69
"15511","Kim_Ki-duk:Idiosyncrasy",2018 Sep,78
"15512","Kim_Ki-duk:Idiosyncrasy",2018 Oct,71
"15513","Kim_Ki-duk:Idiosyncrasy",2018 Nov,100
"15514","Kim_Ki-duk:Idiosyncrasy",2018 Dec,114
"15515","Kim_Ki-duk:Idiosyncrasy",2019 Jan,84
"15516","Kim_Ki-duk:Idiosyncrasy",2019 Feb,62
"15517","Kim_Ki-duk:Idiosyncrasy",2019 Mar,67
"15518","Kim_Ki-duk:Idiosyncrasy",2019 Apr,70
"15519","Kim_Ki-duk:Idiosyncrasy",2019 May,53
"15520","Kim_Ki-duk:Idiosyncrasy",2019 Jun,70
"15521","Kim_Ki-duk:Idiosyncrasy",2019 Jul,87
"15522","Kim_Ki-duk:Idiosyncrasy",2019 Aug,71
"15523","Kim_Ki-duk:Idiosyncrasy",2019 Sep,64
"15524","Kim_Ki-duk:Idiosyncrasy",2019 Oct,83
"15525","Kim_Ki-duk:Idiosyncrasy",2019 Nov,82
"15526","Kim_Ki-duk:Idiosyncrasy",2019 Dec,71
"15527","Kim_Ki-duk:Idiosyncrasy",2020 Jan,101
"15528","Kim_Ki-duk:Idiosyncrasy",2020 Feb,114
"15529","Kim_Ki-duk:Idiosyncrasy",2020 Mar,128
"15530","Kim_Ki-duk:Idiosyncrasy",2020 Apr,157
"15531","Kim_Ki-duk:Idiosyncrasy",2020 May,148
"15532","Kim_Ki-duk:Idiosyncrasy",2020 Jun,112
"15533","Kim_Ki-duk:Idiosyncrasy",2020 Jul,132
"15534","Kim_Ki-duk:Idiosyncrasy",2020 Aug,105
"15535","Kim_Ki-duk:Idiosyncrasy",2020 Sep,105
"15536","Kim_Ki-duk:Idiosyncrasy",2020 Oct,100
"15537","Kim_Ki-duk:Idiosyncrasy",2020 Nov,85
"15538","Kim_Ki-duk:Idiosyncrasy",2020 Dec,1944
"15539","Kim_Ki-duk:Idiosyncrasy",2021 Jan,183
"15540","Kim_Ki-duk:Idiosyncrasy",2021 Feb,184
"15541","Kim_Ki-duk:Idiosyncrasy",2021 Mar,158
"15542","Kim_Ki-duk:Idiosyncrasy",2021 Apr,165
"15543","Kim_Ki-duk:Idiosyncrasy",2021 May,178
"15544","Kim_Ki-duk:Idiosyncrasy",2021 Jun,153
"15545","Kim_Ki-duk:Idiosyncrasy",2021 Jul,160
"15546","Kim_Ki-duk:Idiosyncrasy",2021 Aug,165
"15547","Kim_Ki-duk:Idiosyncrasy",2021 Sep,152
"15548","Kim_Ki-duk:Idiosyncrasy",2021 Oct,203
"15549","Kim_Ki-duk:Idiosyncrasy",2021 Nov,175
"15550","Kim_Ki-duk:Idiosyncrasy",2021 Dec,194
"15551","Kim_Ki-duk:Idiosyncrasy",2022 Jan,219
"15552","Kim_Ki-duk:Idiosyncrasy",2022 Feb,129
"15553","Kim_Ki-duk:Idiosyncrasy",2022 Mar,91
"15554","Kim_Ki-duk:Idiosyncrasy",2022 Apr,110
"15555","Kim_Ki-duk:Idiosyncrasy",2022 May,115
"15556","Kim_Ki-duk:Idiosyncrasy",2022 Jun,92
"15557","Kim_Ki-duk:Idiosyncrasy",2022 Jul,108
"15558","Kim_Ki-duk:Idiosyncrasy",2022 Aug,109
"15559","Kim_Ki-duk:Idiosyncrasy",2022 Sep,101
"15560","Kim_Ki-duk:Idiosyncrasy",2022 Oct,94
"15561","Kim_Ki-duk:Idiosyncrasy",2022 Nov,97
"15562","Kim_Ki-duk:Idiosyncrasy",2022 Dec,129
"15563","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2017 Nov,13
"15564","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2017 Dec,0
"15565","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2018 Jan,13
"15566","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2018 Feb,0
"15567","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2018 Mar,11
"15568","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2018 Apr,13
"15569","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2018 May,13
"15570","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2018 Jun,0
"15571","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2018 Jul,0
"15572","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2018 Aug,0
"15573","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2018 Sep,0
"15574","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2018 Oct,0
"15575","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2018 Nov,0
"15576","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2018 Dec,0
"15577","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2019 Jan,0
"15578","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2019 Feb,0
"15579","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2019 Mar,0
"15580","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2019 Apr,0
"15581","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2019 May,0
"15582","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2019 Jun,0
"15583","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2019 Jul,0
"15584","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2019 Aug,0
"15585","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2019 Sep,0
"15586","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2019 Oct,0
"15587","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2019 Nov,0
"15588","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2019 Dec,0
"15589","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2020 Jan,0
"15590","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2020 Feb,0
"15591","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2020 Mar,0
"15592","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2020 Apr,14
"15593","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2020 May,22
"15594","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2020 Jun,13
"15595","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2020 Jul,13
"15596","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2020 Aug,0
"15597","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2020 Sep,0
"15598","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2020 Oct,0
"15599","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2020 Nov,0
"15600","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2020 Dec,0
"15601","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2021 Jan,0
"15602","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2021 Feb,0
"15603","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2021 Mar,0
"15604","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2021 Apr,15
"15605","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2021 May,0
"15606","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2021 Jun,0
"15607","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2021 Jul,0
"15608","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2021 Aug,10
"15609","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2021 Sep,0
"15610","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2021 Oct,10
"15611","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2021 Nov,0
"15612","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2021 Dec,0
"15613","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2022 Jan,11
"15614","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2022 Feb,17
"15615","King_Edward_Memorial_Hospital_and_Seth_Gordhandas_Sunderdas_Medical_College:Parel",2022 Mar,20
